,cousine,business_id
463,Italian,AkOruz5CrCxUmXe1p_WoRg
464,Japanese,AkOruz5CrCxUmXe1p_WoRg
465,Fast Food,kIvIqHvvFOc6aCutFYIvNg
466,Mexican,kIvIqHvvFOc6aCutFYIvNg
467,Tex-Mex,kIvIqHvvFOc6aCutFYIvNg
468,Bars,3CSaqRNvYg7ZdN2zwxwzVw
469,Seafood,3CSaqRNvYg7ZdN2zwxwzVw
470,Wine Bars,3CSaqRNvYg7ZdN2zwxwzVw
471,Nightlife,3CSaqRNvYg7ZdN2zwxwzVw
472,Italian,3CSaqRNvYg7ZdN2zwxwzVw
473,Hot Dogs,FW2Z4ll4zSOEDAJX9-wBZA
474,Sandwiches,FW2Z4ll4zSOEDAJX9-wBZA
475,Mexican,XcwbN5fDlyl8qCttcdDGKA
476,Burgers,HrD4U4wvzkmpHranLW7W6g
477,Mexican,VlG9qxAc4d0em2djaU__xw
478,Buffets,naUFPFYH2CqHtTrV3IAJrQ
479,Chinese,naUFPFYH2CqHtTrV3IAJrQ
480,Japanese,W8WyVVxinyRjzP8gJa7ILg
481,Sandwiches,PxeX1M8WtyPxX1MuuGIh-g
482,Delis,PxeX1M8WtyPxX1MuuGIh-g
483,Breakfast & Brunch,PxeX1M8WtyPxX1MuuGIh-g
484,Italian,auorqdHiATGZHVd-sd79ZQ
485,Pizza,auorqdHiATGZHVd-sd79ZQ
486,Pizza,MEraJIKYztC7IOzYwMe86g
487,Italian,MEraJIKYztC7IOzYwMe86g
488,Barbeque,3ZVG1MSRuvheqZ4gOioQVw
489,Diners,FKHv7FkblONv9qqBndJUrg
490,Buffets,od49_DFUJY9louGx80My-A
491,Mexican,od49_DFUJY9louGx80My-A
492,Food,Ql2cV2A9alEOlFySzEGNVw
493,Ethnic Food,Ql2cV2A9alEOlFySzEGNVw
494,Specialty Food,Ql2cV2A9alEOlFySzEGNVw
495,Delis,Ql2cV2A9alEOlFySzEGNVw
496,Meat Shops,Ql2cV2A9alEOlFySzEGNVw
497,Buffets,t30Ua_mSiClnpBqud84ygw
498,Chinese,t30Ua_mSiClnpBqud84ygw
499,Kosher,lHKS896yFkmAuWyFnbNP3A
500,Italian,lHKS896yFkmAuWyFnbNP3A
501,Pizza,lHKS896yFkmAuWyFnbNP3A
502,Sandwiches,rrPRCU1m22v02k60YvJNrg
503,Pizza,rrPRCU1m22v02k60YvJNrg
504,Chicken Wings,rrPRCU1m22v02k60YvJNrg
505,French,LzpR_jE6VIutJ08s2cdRrw
506,Mexican,0K35eGvzVRZEirNo5v_WfA
507,American (Traditional),BT2Vls7h6sWrCKa5gGXbKg
508,Chinese,BT2Vls7h6sWrCKa5gGXbKg
509,Sandwiches,UlShIstbG4Yfh0MpTAEciA
510,Greek,t54zAs7IftAVb9SKcCRotw
511,Mediterranean,t54zAs7IftAVb9SKcCRotw
512,Sandwiches,HNusESyB6lEgrf5IUwUr_g
513,Barbeque,XzR49vhfm5ugcPJ3x_c2KQ
514,Steakhouses,18TUn9oiW0k0yB6lheiOvw
515,Bars,ntJAKLAq0cXzzdFgPoo0Iw
516,Dive Bars,ntJAKLAq0cXzzdFgPoo0Iw
517,Burgers,ntJAKLAq0cXzzdFgPoo0Iw
518,Nightlife,ntJAKLAq0cXzzdFgPoo0Iw
519,Chicken Wings,ntJAKLAq0cXzzdFgPoo0Iw
520,Mexican,OT0gFIAr_c-d3i-IQ6TZQg
521,Sushi Bars,c0RSs2KYK5Y-ZlSrNq9LyA
522,Japanese,c0RSs2KYK5Y-ZlSrNq9LyA
523,Italian,Tk2dSL0TwQeI_zNJmb442A
524,Diners,GpK9MeUjEd7rwhejG2ykww
525,Fast Food,74NT13vpDleoNrkxQdEpsQ
526,Greek,KLaxBc83JnxyGf7GP7enYA
527,Mediterranean,KLaxBc83JnxyGf7GP7enYA
528,Sandwiches,X8dNaEFH7LWDt1ORmkfDTg
529,Food,KNIw6kwf8LZkrS1lEnaLiw
530,Breakfast & Brunch,KNIw6kwf8LZkrS1lEnaLiw
531,Bagels,KNIw6kwf8LZkrS1lEnaLiw
532,Delis,KNIw6kwf8LZkrS1lEnaLiw
533,Seafood,gQjTs4BDNYSu9oJhkEsssw
534,Steakhouses,gQjTs4BDNYSu9oJhkEsssw
535,American (Traditional),gQjTs4BDNYSu9oJhkEsssw
536,Mexican,ib-y5nsfn3unE0lLY1vfAw
537,American (New),Pfb6VOIiroqDWOebfgWGPQ
538,Sandwiches,Pfb6VOIiroqDWOebfgWGPQ
539,Salad,Pfb6VOIiroqDWOebfgWGPQ
540,Bars,HIiVx2mseVWKtx8TKfWC_A
541,Breakfast & Brunch,HIiVx2mseVWKtx8TKfWC_A
542,Wine Bars,HIiVx2mseVWKtx8TKfWC_A
543,Nightlife,HIiVx2mseVWKtx8TKfWC_A
544,Sandwiches,HIiVx2mseVWKtx8TKfWC_A
545,Bakeries,jSEcE8AY-mzGq9EOiyrtng
546,Food,jSEcE8AY-mzGq9EOiyrtng
547,Polish,jSEcE8AY-mzGq9EOiyrtng
548,Seafood,SOHp2b8quJEitFeuO58Syw
549,Sushi Bars,SOHp2b8quJEitFeuO58Syw
550,Pakistani,LYyGQgL60VKdV-p_9OxmWQ
551,Indian,LYyGQgL60VKdV-p_9OxmWQ
552,Buffets,LYyGQgL60VKdV-p_9OxmWQ
553,Japanese,RoErsFPM0A-1SCqD-FRV_Q
554,Delis,T5HYqRADhAL6VPRAacz74Q
555,Pizza,T5HYqRADhAL6VPRAacz74Q
556,Sandwiches,T5HYqRADhAL6VPRAacz74Q
557,Fast Food,AyPmMe8GW6J26NvT_oI88Q
558,Mexican,GGhyhajTNKm5yTxtAoaxIw
559,Pizza,BJLoCsSp2TkHeTv00fJTVQ
560,Nightlife,CqhsIZ7TzCfJTrZqg5-gqQ
561,Bars,CqhsIZ7TzCfJTrZqg5-gqQ
562,American (Traditional),CqhsIZ7TzCfJTrZqg5-gqQ
563,Sports Bars,CqhsIZ7TzCfJTrZqg5-gqQ
564,Mexican,5kRug3bEienrpovtPRVVwg
565,Italian,TqHTtjPANCBKGsjGBjDoQQ
566,Pizza,TqHTtjPANCBKGsjGBjDoQQ
567,Sandwiches,TqHTtjPANCBKGsjGBjDoQQ
568,Italian,VpW40mznMS43CqdbelX2wA
569,Italian,PAtgWCLCFRQd_fjnihISOg
570,American (Traditional),JxgoluY8hnC34cys_f80xA
571,Mexican,WzhHlaEyaHE4KIFfcqC_9g
572,Seafood,MU3i2uEyUBntebU6pEyMbw
573,American (Traditional),MU3i2uEyUBntebU6pEyMbw
574,Active Life,rJ7HH85lo0wTNr5BiYGQ4Q
575,American (New),rJ7HH85lo0wTNr5BiYGQ4Q
576,Golf,rJ7HH85lo0wTNr5BiYGQ4Q
577,Greek,bxpzP73A7gauvxFEyd_8xA
578,American (Traditional),ET9VpUk1UgjMN5DJRV0yOw
579,French,ET9VpUk1UgjMN5DJRV0yOw
580,Pizza,ut-kla-EA23nJOij_dcL0Q
581,American (New),ut-kla-EA23nJOij_dcL0Q
582,Steakhouses,bewtZL-VV1oeGUdAhHVz6Q
583,Burgers,-yPdEze6bYRV2Sm1t4XJhg
584,Food,fmuj7u1gflmEjW-h0v9bwg
585,Desserts,fmuj7u1gflmEjW-h0v9bwg
586,Delis,fmuj7u1gflmEjW-h0v9bwg
587,Sandwiches,fmuj7u1gflmEjW-h0v9bwg
588,Food,2r8jGeuYvMkyP2ik_X-Bxw
589,Desserts,2r8jGeuYvMkyP2ik_X-Bxw
590,American (Traditional),2r8jGeuYvMkyP2ik_X-Bxw
591,American (New),2r8jGeuYvMkyP2ik_X-Bxw
592,Bakeries,MUsqPXthMdHoPEow9M3MfA
593,Food,MUsqPXthMdHoPEow9M3MfA
594,Creperies,MUsqPXthMdHoPEow9M3MfA
595,French,MUsqPXthMdHoPEow9M3MfA
596,American (Traditional),kjZJsF1juY_pTOw_A8Ve6w
597,Bars,C37jakxE5TX6ccAfjp2kJA
598,American (Traditional),C37jakxE5TX6ccAfjp2kJA
599,Nightlife,C37jakxE5TX6ccAfjp2kJA
600,Bakeries,wftoNIA0Q8nX-Da47psBCA
601,Food,wftoNIA0Q8nX-Da47psBCA
602,Sandwiches,wftoNIA0Q8nX-Da47psBCA
603,French,wftoNIA0Q8nX-Da47psBCA
604,American (New),Ta-fY1c_E8qHBBDQGyxPkg
605,American (Traditional),QdbZyl-LWFS54u93Vjd5SA
606,Steakhouses,QdbZyl-LWFS54u93Vjd5SA
607,Fast Food,o3TruOSgOwNgx08QosuWTw
608,Mexican,o3TruOSgOwNgx08QosuWTw
609,Greek,Rg3INE2p4zQYvfMvJduEOQ
610,Mediterranean,Rg3INE2p4zQYvfMvJduEOQ
611,Breakfast & Brunch,imvNxppzxkLUPH64pQsDQg
612,American (New),imvNxppzxkLUPH64pQsDQg
613,Mexican,syxUZu1GrJv0LYnV38hMug
614,Burgers,3m7khDnqH9QOg8gu3Ymumw
615,American (New),3m7khDnqH9QOg8gu3Ymumw
616,Tex-Mex,Uov4o_7gRqQKQyjVhWOpVA
617,Sushi Bars,NDKkce5Au-o_OhIt5f2ZBg
618,Japanese,NDKkce5Au-o_OhIt5f2ZBg
619,Fast Food,K9fIADfO_zKFPFm75A1Hxw
620,Mexican,K9fIADfO_zKFPFm75A1Hxw
621,Tex-Mex,K9fIADfO_zKFPFm75A1Hxw
622,Buffets,UxMnY3Dxafucv5cXHyfBSA
623,Chinese,UxMnY3Dxafucv5cXHyfBSA
624,Cajun/Creole,24qSrF_XOrvaHDBy-gLIQg
625,Bars,YSQnaRE4Le6CaonZICFyVQ
626,American (Traditional),YSQnaRE4Le6CaonZICFyVQ
627,Nightlife,YSQnaRE4Le6CaonZICFyVQ
628,American (Traditional),yLfYR-PvIzAv9DnEH68Rgw
629,Sandwiches,U2hhSRVHfBryKPNTgasprA
630,Bars,yPfvOB63thP5t3pGZPJExA
631,Venues & Event Spaces,yPfvOB63thP5t3pGZPJExA
632,Event Planning & Services,yPfvOB63thP5t3pGZPJExA
633,American (New),yPfvOB63thP5t3pGZPJExA
634,Nightlife,yPfvOB63thP5t3pGZPJExA
635,Fast Food,u0zjW7rluJgUeQTnaZnkJQ
636,Bars,CkQKNhlm8DOzxbXm_zb3bg
637,Food,CkQKNhlm8DOzxbXm_zb3bg
638,"Beer, Wine & Spirits",CkQKNhlm8DOzxbXm_zb3bg
639,Wine Bars,CkQKNhlm8DOzxbXm_zb3bg
640,Nightlife,CkQKNhlm8DOzxbXm_zb3bg
641,Fast Food,lgWe8lSmcBk4Pq0kVI9-0A
642,Bars,rVUEZpHQfWI_3kt0lBwaxQ
643,American (Traditional),rVUEZpHQfWI_3kt0lBwaxQ
644,Nightlife,rVUEZpHQfWI_3kt0lBwaxQ
645,Mexican,oEjdNvlluW5_Ng9kewJFBg
646,American (New),Vu8od1U-h5qqwj3Jf_Hnzg
647,Buffets,Vu8od1U-h5qqwj3Jf_Hnzg
648,Steakhouses,_BhzcKojv1gjdRINe3Gkig
649,Italian,vvA3fbps4F9nGlAEYKk_sA
650,Diners,4rySWsfL5enT7t4XuVNJuQ
651,Seafood,OypZxwm-jS9QfUwgBmzeyw
652,Diners,NVqLUZ7Vb9B_0RJm_BS64g
653,Sandwiches,C6oCdg9wVaS81Re0WfBJzw
654,Wine Bars,PuHucejs4LG3hSXnrwi9-g
655,Bars,PuHucejs4LG3hSXnrwi9-g
656,Nightlife,PuHucejs4LG3hSXnrwi9-g
657,French,PuHucejs4LG3hSXnrwi9-g
658,Chinese,3DMvGD8ZmlMQmhwV66hdSA
659,Italian,VWcaFOSFcDwmFquycBzFyQ
660,Pizza,VWcaFOSFcDwmFquycBzFyQ
661,Sandwiches,VWcaFOSFcDwmFquycBzFyQ
662,Mexican,69t2S1u7Rf6qM_c14b42xQ
663,Steakhouses,iDoigI3605ixHl_qHly3Tg
664,American (New),zMa6YoEekpABg1HZnnTZdg
665,Food,gxuVySgACHDqJlwmelFHLA
666,Convenience Stores,gxuVySgACHDqJlwmelFHLA
667,Delis,gxuVySgACHDqJlwmelFHLA
668,Greek,cvb__rYMkj4BMhC3p_FB3Q
669,Mediterranean,cvb__rYMkj4BMhC3p_FB3Q
670,French,VpSiOW1PapVmZyyRBK_GBQ
671,American (Traditional),Upru5VE0jZ81ZQVVNCK_uA
672,Fast Food,Upru5VE0jZ81ZQVVNCK_uA
673,Breakfast & Brunch,oc0Wl6ktfMLb5VZ2Uz6M2A
674,Pizza,oc0Wl6ktfMLb5VZ2Uz6M2A
675,French,oc0Wl6ktfMLb5VZ2Uz6M2A
676,Vegetarian,_ODHYjCmrb3W9hIGJI1uaA
677,Vegan,_ODHYjCmrb3W9hIGJI1uaA
678,Pizza,CvJNcUtmNubDF8UmuduNXg
679,Buffets,CvJNcUtmNubDF8UmuduNXg
680,Hawaiian,y-uHaMLLWQydSyWJawLIUw
681,Chinese,nLpV9fo8xml-QHOKyOje2A
682,Mexican,JobP0ghILdh8S8l-LhHHxQ
683,Sandwiches,GSsq_y2PfYBzn51gAG_c7Q
684,Sandwiches,9Dj2we91vaYDVhfq6t-Luw
685,Mexican,edjCywtqffQ8__vM7POZbw
686,Mexican,hLAWdi804nVfTLF7T0rB1Q
687,Mexican,K2_Hmmo5crTYWiT_1sWnfQ
688,Greek,ejfy33R1avFm7oygL34uQg
689,Delis,ejfy33R1avFm7oygL34uQg
690,Sandwiches,ejfy33R1avFm7oygL34uQg
691,Food,j0Uc-GuOe-x9_N_IK1KPpA
692,Desserts,j0Uc-GuOe-x9_N_IK1KPpA
693,Pizza,j0Uc-GuOe-x9_N_IK1KPpA
694,Sandwiches,j0Uc-GuOe-x9_N_IK1KPpA
695,American (New),fVgrpVyp-nPLTac9YIjTug
696,Food,5Js9G0axfWhbYlB9UgXLww
697,Sandwiches,5Js9G0axfWhbYlB9UgXLww
698,Bagels,5Js9G0axfWhbYlB9UgXLww
699,Delis,5Js9G0axfWhbYlB9UgXLww
700,Burgers,N-gqIeVDebI3qgwxf1jMcw
701,Fast Food,N-gqIeVDebI3qgwxf1jMcw
702,Sandwiches,2dJ_UPPCpcjo5JeYPnjaYw
703,American (Traditional),2gMx4KnXbNtpoCuVCmyo3g
704,American (New),2gMx4KnXbNtpoCuVCmyo3g
705,Food,S8R5c7-plWe3NtmijYAJvg
706,Desserts,S8R5c7-plWe3NtmijYAJvg
707,Delis,S8R5c7-plWe3NtmijYAJvg
708,Sandwiches,S8R5c7-plWe3NtmijYAJvg
709,Food,R8VwdLyvsp9iybNqRvm94g
710,Grocery,R8VwdLyvsp9iybNqRvm94g
711,Pizza,R8VwdLyvsp9iybNqRvm94g
712,Sandwiches,R8VwdLyvsp9iybNqRvm94g
713,Wine Bars,SDwYQ6eSu1htn8vHWv128g
714,Bars,SDwYQ6eSu1htn8vHWv128g
715,Nightlife,SDwYQ6eSu1htn8vHWv128g
716,Italian,SDwYQ6eSu1htn8vHWv128g
717,Mexican,7UTlEVHU5v2xBLdkGghyzQ
718,Grocery,5WQhLNpG6xZryVCla4gMRA
719,American (Traditional),5WQhLNpG6xZryVCla4gMRA
720,Shopping,5WQhLNpG6xZryVCla4gMRA
721,Drugstores,5WQhLNpG6xZryVCla4gMRA
722,Food,5WQhLNpG6xZryVCla4gMRA
723,Cuban,yJr24Yy1K6bt2G9fX3_zPA
724,Caribbean,yJr24Yy1K6bt2G9fX3_zPA
725,Mexican,wdEnI9WTLHiqSCH1RdJ40w
726,Burgers,qz4ZOcv-840UjfCEYI4qZg
727,Bars,qz4ZOcv-840UjfCEYI4qZg
728,American (Traditional),qz4ZOcv-840UjfCEYI4qZg
729,Nightlife,qz4ZOcv-840UjfCEYI4qZg
730,Chinese,m9Wqqma30o-hH2fAX7dnug
731,Seafood,7SoGPn8dvce7A1aHdBOGLA
732,Mexican,7SoGPn8dvce7A1aHdBOGLA
733,Gastropubs,To5CjntVFawXM_hpAhvVdQ
734,American (Traditional),To5CjntVFawXM_hpAhvVdQ
735,Breakfast & Brunch,UxvOXcoCRFRAVhRB0D9imw
736,Buffets,sMD2HPNh7m0hgCxHDzGTzQ
737,Chinese,sMD2HPNh7m0hgCxHDzGTzQ
738,Fast Food,TBTaMIaeDw5B79hXDZBtrA
739,Mexican,TBTaMIaeDw5B79hXDZBtrA
740,Mediterranean,MPziC5MO2QQiYVAMM3fdSw
741,Italian,MPziC5MO2QQiYVAMM3fdSw
742,Burgers,iNvY0zAlaD_ye7Z6rHu-Ug
743,Hot Dogs,iNvY0zAlaD_ye7Z6rHu-Ug
744,Thai,wct7rZKyZqZftzmAU-vhWQ
745,Mexican,uevPN8zwJpBpnxRur1jUhw
746,Sandwiches,lwgBIboXZ4j9uuZthAvTEw
747,Gluten-Free,9Vu9KhK2-kBSM-FXvxXGNg
748,Asian Fusion,9Vu9KhK2-kBSM-FXvxXGNg
749,Chinese,9Vu9KhK2-kBSM-FXvxXGNg
750,Fast Food,jHte0SjUldZeDDZ5py0ZhA
751,Pizza,jHte0SjUldZeDDZ5py0ZhA
752,Burgers,O02yhnk20alGOBw0HcmHGw
753,Fast Food,O02yhnk20alGOBw0HcmHGw
754,Japanese,H8QFth3DVsYbkJ2M7bTvmg
755,Burgers,i8X14GDzaYD_TOGeWjmv-A
756,Asian Fusion,BicQSnGZnY_yuGEDkhVfnA
757,Chinese,BicQSnGZnY_yuGEDkhVfnA
758,Japanese,QplY4p8HHJY0ncbgcpb8WQ
759,Italian,MLVKDbuI2xaOJQ4-NZj2MQ
760,Italian,hqVbmZNLTdR2y7G7oJu9vg
761,Food,ytcm2DXuJWKPTqCtr6uJ4A
762,Donuts,ytcm2DXuJWKPTqCtr6uJ4A
763,Coffee & Tea,ytcm2DXuJWKPTqCtr6uJ4A
764,Breakfast & Brunch,ytcm2DXuJWKPTqCtr6uJ4A
765,Breakfast & Brunch,C4_VnxikagdjSbNQiblzYw
766,Cafes,C4_VnxikagdjSbNQiblzYw
767,Sandwiches,C4_VnxikagdjSbNQiblzYw
768,Chinese,wLZ--5d4lXImxrG7VhdTyA
769,Italian,GvwDppcJLm9lso9iS2hSIw
770,Pizza,GvwDppcJLm9lso9iS2hSIw
771,Sandwiches,GvwDppcJLm9lso9iS2hSIw
772,Food,3rJE7qliy8_ylKhY5FdlIw
773,Sandwiches,3rJE7qliy8_ylKhY5FdlIw
774,Coffee & Tea,3rJE7qliy8_ylKhY5FdlIw
775,Breakfast & Brunch,3rJE7qliy8_ylKhY5FdlIw
776,Burgers,dUJMmr6TFrHmiokijXiyUg
777,Mexican,ieYiA4L5gk7S3kZYK0l_dg
778,Italian,YldXB1hRpnE1CWLF3mvgpQ
779,Pizza,YldXB1hRpnE1CWLF3mvgpQ
780,Sandwiches,YldXB1hRpnE1CWLF3mvgpQ
781,Mexican,G9LwkTSdKOyOGqd5BbuIkA
782,Event Planning & Services,G9LwkTSdKOyOGqd5BbuIkA
783,Venues & Event Spaces,G9LwkTSdKOyOGqd5BbuIkA
784,Fast Food,Y_dzA9OHRKa0X1cqcRmsaw
785,Food,4eFIVmbeCvJGCrhzmd-VYA
786,Coffee & Tea,4eFIVmbeCvJGCrhzmd-VYA
787,Sandwiches,4eFIVmbeCvJGCrhzmd-VYA
788,Gluten-Free,PxqufEwqzIHAbQGRdZ3bUw
789,Asian Fusion,PxqufEwqzIHAbQGRdZ3bUw
790,Chinese,PxqufEwqzIHAbQGRdZ3bUw
791,Nightlife,rwT9wCyXNATA36yqcb4JSg
792,Bars,rwT9wCyXNATA36yqcb4JSg
793,Pizza,rwT9wCyXNATA36yqcb4JSg
794,Sports Bars,rwT9wCyXNATA36yqcb4JSg
795,Nightlife,EUXT1vSFWaiD_BFmFK8rBg
796,Bars,EUXT1vSFWaiD_BFmFK8rBg
797,Diners,EUXT1vSFWaiD_BFmFK8rBg
798,Lounges,EUXT1vSFWaiD_BFmFK8rBg
799,Breakfast & Brunch,Y3a3RkR97J_ReiKgiMXeJg
800,Italian,3Zsjlum5kl5N5KV712aTMQ
801,American (Traditional),3Zsjlum5kl5N5KV712aTMQ
802,Mediterranean,3Zsjlum5kl5N5KV712aTMQ
803,Mexican,PxUQyOAdK8c3P_WnrXuCUg
804,Mexican,flUKBy7WHqYdfOrwU1A2SA
805,Italian,hIe65VALe8rxseYECVj08w
806,Pizza,hIe65VALe8rxseYECVj08w
807,Sandwiches,hIe65VALe8rxseYECVj08w
808,Delis,unPzS1QJJctlZyLGFSk_HA
809,Italian,unPzS1QJJctlZyLGFSk_HA
810,Sandwiches,unPzS1QJJctlZyLGFSk_HA
811,Bars,F-ykHfGY9lWr12OJ_Ofy7A
812,American (Traditional),F-ykHfGY9lWr12OJ_Ofy7A
813,Sports Bars,F-ykHfGY9lWr12OJ_Ofy7A
814,Nightlife,F-ykHfGY9lWr12OJ_Ofy7A
815,Chinese,F3SEkW6v2LJ5y6Ldo5pPaw
816,Chinese,0nyaKW_6QHSJ74OVnDmyhA
817,Food,kxDGexkbP30fBvxVI0CzFQ
818,Desserts,kxDGexkbP30fBvxVI0CzFQ
819,Italian,kxDGexkbP30fBvxVI0CzFQ
820,Pizza,kxDGexkbP30fBvxVI0CzFQ
821,Hotels & Travel,faitVIiNezSN0ogZQSZPWQ
822,American (Traditional),faitVIiNezSN0ogZQSZPWQ
823,Event Planning & Services,faitVIiNezSN0ogZQSZPWQ
824,Hotels,faitVIiNezSN0ogZQSZPWQ
825,Chinese,PkBqPU83bf1zArumGVHqcw
826,Chinese,aozcOaCMwOHG8s-lbZ6_gA
827,Bars,cTyBfWfmgL3vgRetyfmtyA
828,American (Traditional),cTyBfWfmgL3vgRetyfmtyA
829,Sports Bars,cTyBfWfmgL3vgRetyfmtyA
830,Nightlife,cTyBfWfmgL3vgRetyfmtyA
831,Delis,jw-etWMob2A07geTAVkgEw
832,American (New),adEJYiysRmK8eDqnHP9N6A
833,Sandwiches,Y9V4EebKsaBmvKPlxXVheA
834,Chinese,nW_1gn19lMnS9IF1KlZ-aA
835,Burgers,beSNHSvR9kjE_5vXJ_tlfw
836,Fast Food,beSNHSvR9kjE_5vXJ_tlfw
837,Thai,_IE5XDjxeM47NSzhg7sItg
838,Burgers,En2GuQV7FoOGHhXX5SMEBg
839,Italian,V3lQtk1LgwAEcF9j-BzchA
840,Pizza,V3lQtk1LgwAEcF9j-BzchA
841,Sandwiches,V3lQtk1LgwAEcF9j-BzchA
842,Pakistani,vA9aCw2kTgN8p2SLdm2mDA
843,Indian,vA9aCw2kTgN8p2SLdm2mDA
844,Italian,rGHktXbee4CErLsMrPqbrA
845,Pizza,rGHktXbee4CErLsMrPqbrA
846,Sandwiches,rGHktXbee4CErLsMrPqbrA
847,Italian,kF8JDYpLnbf8AZS9gpHXJg
848,Chinese,zTfBa__ldlTdbVgSl5h31Q
849,Mexican,3msnZ6oe0sslHsE1js1QUA
850,Mexican,JqAI4UA2xXPYxvlhzG-i9A
851,Italian,2J1DtN7FjGICQcgRei3jKA
852,Pizza,2J1DtN7FjGICQcgRei3jKA
853,Buffets,2J1DtN7FjGICQcgRei3jKA
854,Nightlife,kvxrjOmicwb2njvXOJsZRw
855,Bars,kvxrjOmicwb2njvXOJsZRw
856,American (New),kvxrjOmicwb2njvXOJsZRw
857,Sports Bars,kvxrjOmicwb2njvXOJsZRw
858,Italian,zwJX3eetOhpi-gv4-E4rcQ
859,Pizza,zwJX3eetOhpi-gv4-E4rcQ
860,Comfort Food,pTBS-RD0_DZwu-Scp0bWwQ
861,Food,pNJhovUsGAZ4XqG3lCU-5g
862,Breakfast & Brunch,pNJhovUsGAZ4XqG3lCU-5g
863,Bagels,pNJhovUsGAZ4XqG3lCU-5g
864,Delis,pNJhovUsGAZ4XqG3lCU-5g
865,Burgers,fhmKIPGVx9_O4P9zEgCHjQ
866,Italian,jq_YnMQjcArdBWuwRospFg
867,Fast Food,4XJ8gO6cbS6PuZ9dzPsrBg
868,Mexican,4XJ8gO6cbS6PuZ9dzPsrBg
869,Tex-Mex,4XJ8gO6cbS6PuZ9dzPsrBg
870,Italian,pF7uRzygyZsltbmVpjIyvw
871,Pizza,pF7uRzygyZsltbmVpjIyvw
872,Mexican,DXBPI8rR9f_IthOGPDWoIQ
873,Thai,nefBMCGgMPvOnASoyO_X1A
874,Chinese,Pv1H9KIGZTDgSaCDuTUjdQ
875,Chinese,VTFx4ADDP6nPnlcMHB1-Ow
876,Food,EUfVkqNFv5Ay0W7nbaivJA
877,Ice Cream & Frozen Yogurt,EUfVkqNFv5Ay0W7nbaivJA
878,Fast Food,EUfVkqNFv5Ay0W7nbaivJA
879,Mexican,gCQuajbLB3hQQbipYpEtYQ
880,Diners,KVOsmfgWSbtTTKxNkXB1Bw
881,Mexican,ZN-RG7wkT8MLsmaTPzIW5g
882,Barbeque,aVBebzA7D9DpQ-JbiCxQNg
883,Chinese,oMtqDDzpMcFrQwHfeYc1iA
884,Sandwiches,fyy4WNuchHJBa2zH6L8QQw
885,Pizza,fyy4WNuchHJBa2zH6L8QQw
886,Chicken Wings,fyy4WNuchHJBa2zH6L8QQw
887,Food,vB3vEjcw9dfHmgP8ac5ZMQ
888,Ice Cream & Frozen Yogurt,vB3vEjcw9dfHmgP8ac5ZMQ
889,Fast Food,vB3vEjcw9dfHmgP8ac5ZMQ
890,Sandwiches,FucrEEO2laIlAnIZ_n6cTA
891,Fast Food,FzKvQFDbB2bimdftxMO55Q
892,Sandwiches,FzKvQFDbB2bimdftxMO55Q
893,Nightlife,PkBkqQpAoeX3Ogo5HBthQg
894,Bars,PkBkqQpAoeX3Ogo5HBthQg
895,American (Traditional),PkBkqQpAoeX3Ogo5HBthQg
896,Sports Bars,PkBkqQpAoeX3Ogo5HBthQg
897,Mexican,Yb2pNCxYR32XKmpirqJqeQ
898,Pizza,4ocBzpAkIrqXvz1Q6Hysjg
899,Sandwiches,G24-f72eXmV4xxjoVYY1Lg
900,Fast Food,l8v1GHaB4CsryK6MioZ21A
901,Mexican,l8v1GHaB4CsryK6MioZ21A
902,Tex-Mex,l8v1GHaB4CsryK6MioZ21A
903,Chinese,bexPpkHMthuCaeC0g0Lrfg
904,Sandwiches,53Lq8bak88EtuZyKMmDPmQ
905,Grocery,WQJwpYwEFT_QTR-lFIh5mA
906,Food,WQJwpYwEFT_QTR-lFIh5mA
907,Ethnic Food,WQJwpYwEFT_QTR-lFIh5mA
908,Specialty Food,WQJwpYwEFT_QTR-lFIh5mA
909,Russian,WQJwpYwEFT_QTR-lFIh5mA
910,Chinese,-nHYKkSJuQ7zzFZ1veRfPg
911,Chinese,3e00b3ic-7J7TcSklYVauw
912,Mexican,DlLduXXSwjkm7OL4Z1iH1A
913,Fast Food,4sE8irsM-l6Y-Npodmx9kA
914,Pizza,4sE8irsM-l6Y-Npodmx9kA
915,Burgers,lf42gtgq_2_jPvjfp_K1nQ
916,Pizza,lf42gtgq_2_jPvjfp_K1nQ
917,Sandwiches,lf42gtgq_2_jPvjfp_K1nQ
918,Fast Food,TepT2VeFe3tMYdAiqj12vg
919,Sandwiches,TepT2VeFe3tMYdAiqj12vg
920,Italian,DIYHTgM-YGKWOWLzQ4XVhA
921,Pizza,0gQrhOYWdO0XVZEKtOrvaA
922,Italian,0gQrhOYWdO0XVZEKtOrvaA
923,Bars,JImJictLIE48_O1z-l2TGw
924,American (Traditional),JImJictLIE48_O1z-l2TGw
925,Nightlife,JImJictLIE48_O1z-l2TGw
926,Sandwiches,WPy74Udv6X8dgxK6F9uxCQ
927,Japanese,n7dkpRLUl7C6zLRRXk_BDg
928,Chinese,cuxqnMMmbBV0iE2KJJy60Q
929,Fast Food,Snu39WyiChz0NwFWRMyUvQ
930,Polish,1OO3fy6z5lxlRuHnnhPStg
931,Delis,1OO3fy6z5lxlRuHnnhPStg
932,Sandwiches,1OO3fy6z5lxlRuHnnhPStg
